Player,Stage 1: FPS,Stage 2
Dean Wade,12.174999999999999,19.35483870967742
Franz Wagner,27.625,35.483870967741936
Moritz Wagner,16.775000000000002,38.70967741935484
Ish Wainright,5.3999999999999995,19.35483870967742
Kemba Walker,22.75,35.483870967741936
Lonnie Walker IV,20.75,32.25806451612903
M.J. Walker,3.375,25.806451612903224
Tyrone Wallace,6.125,19.35483870967742
Derrick Walton,26.775,32.25806451612903
Brad Wanamaker,10.124999999999998,19.35483870967742
Duane Washington Jr.,16.175,35.483870967741936
P.J. Washington,24.050000000000004,22.58064516129032
Yuta Watanabe,9.7,19.35483870967742
Lindy Waters III,16.175,32.25806451612903
Tremont Waters,11.475,12.903225806451612
Trendon Watford,17.125,25.806451612903224
Paul Watson,9.85,16.129032258064516
Quinndary Weatherspoon,5.375,22.58064516129032
Russell Westbrook,39.6,35.483870967741936
Coby White,22.749999999999996,41.935483870967744
Derrick White,28.275000000000002,35.483870967741936
Hassan Whiteside,21.700000000000003,38.70967741935484
Joe Wieskamp,3.7750000000000004,19.35483870967742
Aaron Wiggins,16.349999999999998,19.35483870967742
Andrew Wiggins,29.875,35.483870967741936
Lindell Wigginton,8.375,19.35483870967742
Brandon Williams,24.875,38.70967741935484
Grant Williams,16.500000000000004,35.483870967741936
Kenrich Williams,18.474999999999998,16.129032258064516
Lou Williams,12.299999999999999,29.03225806451613
Patrick Williams,17.475,29.03225806451613
Robert Williams,30.7,35.483870967741936
Ziaire Williams,14.075,25.806451612903224
D.J. Wilson,17.4,45.16129032258064
Dylan Windler,6.35,19.35483870967742
Justise Winslow,15.699999999999996,16.129032258064516
Cassius Winston,3.5749999999999997,32.25806451612903
Christian Wood,37.575,41.935483870967744
Robert Woodard II,2.575,19.35483870967742
Delon Wright,14.425,35.483870967741936
McKinley Wright IV,1.9,25.806451612903224
Moses Wright,3.65,29.03225806451613
Gabe York,11.25,35.483870967741936
Thaddeus Young,16.449999999999996,16.129032258064516
Trae Young,49.12499999999999,64.51612903225806
Omer Yurtseven,14.325000000000001,22.58064516129032
Cody Zeller,12.799999999999999,25.806451612903224
Ivica Zubac,25.575000000000003,29.03225806451613
